"State","Month","Year","Dayweek","Time","Crash_Type","Bus_Involvement","Heavy_Rigid_Truck_Involvement","Articulated_Truck_Involvement","Speed_Limit","Road_User","Gender","Age","National_Remoteness_Areas_2021","SA4_Name_2021","National_LGA_Name_2021","National_Road_Type","Christmas_Period","Easter_Period","Crash_ID"
"NSW","12","2025","Monday","14:20:00","Single","No","No","No","110","Motorcycle rider","Male","71","Inner Regional Australia","Mid North Coast","Mid-Coast","National or State Highway","No","No","3807154528292081623"
"WA","6","2021","Wednesday","11:01:00","Multiple","No","No","No","110","Driver","Male","54","Remote Australia","Western Australia - Wheat Belt","Nungarin","Local Road","No","No","4202114656"
"NSW","8","2016","Friday","16:10:00","Single","Yes","No","No","60","Pedestrian","Male","73","Outer Regional Australia","Capital Region","Snowy Monaro Regional","Sub-arterial Road","No","No","120161110791"
"SA","5","2017","Sunday","11:28:00","Single","No","No","No","100","Pedestrian","Male","2","Outer Regional Australia","Barossa - Yorke - Mid North","Port Pirie","Collector Road","No","No","520171700058079"
"VIC","3","2017","Saturday","11:35:00","Single","No","No","No","80","Passenger","Male","65","Outer Regional Australia","Latrobe - Gippsland","South Gippsland","Arterial Road","No","No","2638023361848627840"
"SA","11","2014","Tuesday","14:45:00","Multiple","No","No","No","70","Motorcycle rider","Male","34","Major Cities of Australia","Adelaide - North","Salisbury","Local Road","No","No","4201411110076"
"QLD","8","2020","Saturday","18:00:00","Single","No","No","No","60","Pedestrian","Male","35","Major Cities of Australia","Brisbane - East","Brisbane","Sub-arterial Road","No","No","320201612632"
"VIC","11","2021","Friday","21:05:00","Multiple","No","No","No","60","Motorcycle rider","Male","28","Major Cities of Australia","Melbourne - Inner","Melbourne","Sub-arterial Road","No","No","3930682893679278888"
"QLD","3","2020","Thursday","08:00:00","Multiple","No","No","No","60","Motorcycle rider","Male","54","Inner Regional Australia","Wide Bay","Bundaberg","Sub-arterial Road","No","No","320200558532"
"TAS","10","2016","Friday","23:00:00","Multiple","No","No","No","40","Motorcycle rider","Male","48","Inner Regional Australia","Hobart","Glenorchy","National or State Highway","No","No","6201610140027"
"VIC","10","2022","Friday","19:48:00","Single","No","No","No","100","Motorcycle rider","Male","28","Major Cities of Australia","Melbourne - West","Melton","National or State Highway","No","No","1648025119571778769"
"QLD","6","2019","Tuesday","15:00:00","Multiple","No","No","Yes","100","Driver","Male","34","Remote Australia","Cairns","Cassowary Coast","National or State Highway","No","No","320191082908"
"NSW","7","2015","Wednesday","15:00:00","Single","No","No","No","100","Driver","Male","93","Inner Regional Australia","Mid North Coast","Mid-Coast","Local Road","No","No","120151073788"
"ACT","1","2026","Saturday","12:50:00","Single","No","No","No","80","Passenger","Female","40","Major Cities of Australia","Australian Capital Territory","Unincorporated ACT","Arterial Road","No","No","2044837959479009153"
"NSW","6","2015","Friday","17:30:00","Single","No","No","No","50","Pedestrian","Female","79","Major Cities of Australia","Central Coast","Central Coast (NSW)","Collector Road","No","No","120151070339"
"NSW","8","2022","Friday","17:30:00","Single","No","No","No","100","Motorcycle rider","Male","56","Inner Regional Australia","Coffs Harbour - Grafton","Coffs Harbour","Local Road","No","No","120221298481"
"VIC","11","2024","Saturday","09:25:00","Single","No","No","No","60","Pedestrian","Male","63","Major Cities of Australia","Melbourne - North East","Whittlesea","Sub-arterial Road","No","No","7977309997344278770"
"NT","11","2023","Sunday","00:00:00","Single","No","No","No","80","Pedestrian","Male","25","Very Remote Australia","Northern Territory - Outback","East Arnhem","Arterial Road","No","No","1128441547514707118"
"QLD","9","2020","Wednesday","19:00:00","Single","No","No","No","100","Driver","Male","38","Remote Australia","Queensland - Outback","Cook","Collector Road","No","No","320201850405"
"QLD","6","2020","Monday","01:00:00","Single","No","No","No","100","Driver","Female","23","Major Cities of Australia","Moreton Bay - South","Moreton Bay","National or State Highway","No","No","320201186025"
"VIC","1","2024","Wednesday","11:55:00","Single","No","No","No","60","Pedestrian","Male","91","Major Cities of Australia","Melbourne - Inner South","Kingston (Vic.)","Arterial Road","No","No","282329363798361410"
"NSW","7","2015","Saturday","20:30:00","Single","No","No","No","100","Driver","Male","34","Inner Regional Australia","Central West","Cowra","Arterial Road","No","No","120151073058"
"WA","8","2020","Thursday","15:35:00","Multiple","No","Yes","Yes","100","Driver","Male","75","Inner Regional Australia","Bunbury","Dardanup","National or State Highway","No","No","4202014346"
"SA","7","2021","Saturday","07:37:00","Single","No","No","No","60","Passenger","Female","51","Outer Regional Australia","South Australia - South East","Kingston (SA)","Arterial Road","No","No","520212100150213"
"VIC","12","2024","Thursday","09:10:00","Multiple","No","No","Yes","50","Motorcycle rider","Male","43","Major Cities of Australia","Melbourne - Inner","Melbourne","Arterial Road","No","No","1695048992956318749"
"NSW","9","2022","Friday","18:13:00","Multiple","No","No","No","110","Driver","Male","26","Outer Regional Australia","Central West","Parkes","National or State Highway","No","No","120221300208"
"WA","3","2025","Tuesday","17:00:00","Single","No","Yes","No","110","Pedestrian","Male","38","Inner Regional Australia","Western Australia - Wheat Belt","Northam","Local Road","No","No","8265994016506642948"
"TAS","8","2017","Tuesday","15:17:00","Multiple","No","No","No","110","Pedal cyclist","Female","76","Outer Regional Australia","West and North West","Central Coast (Tas.)","National or State Highway","No","No","620172142"
"SA","4","2019","Friday","00:57:00","Multiple","No","No","Yes","110","Driver","Male","31","Outer Regional Australia","South Australia - Outback","Port Augusta","National or State Highway","No","Yes","520191900093386"
"VIC","7","2025","Wednesday","12:55:00","Single","No","No","Yes","110","Driver","Male","58","Inner Regional Australia","Hume","Mitchell","National or State Highway","No","No","4512446065957348831"
"WA","4","2021","Thursday","16:23:00","Single","No","No","No","110","Driver","Male","51","Outer Regional Australia","Western Australia - Wheat Belt","Williams","Arterial Road","No","No","4202114600"
"WA","5","2023","Saturday","16:47:00","Multiple","No","No","No","80","Motorcycle rider","Male","58","Major Cities of Australia","Perth - South West","Cockburn","National or State Highway","No","No","6550417895130361269"
"QLD","1","2026","Tuesday","12:00:00","Multiple","No","No","No","50","Driver","Female","79","Inner Regional Australia","Moreton Bay - North","Moreton Bay","Collector Road","No","No","2392613521729386968"
"NSW","5","2015","Tuesday","19:00:00","Multiple","No","No","No","60","Motorcycle rider","Male","46","Major Cities of Australia","Sydney - Ryde","Hornsby","Collector Road","No","No","120151065970"
"VIC","3","2024","Saturday","13:32:00","Single","No","No","No","100","Driver","Male","54","Outer Regional Australia","Shepparton","Moira","Sub-arterial Road","No","No","8537111137588730648"
"QLD","11","2017","Wednesday","20:00:00","Single","No","No","No","60","Pedestrian","Male","42","Major Cities of Australia","Gold Coast","Gold Coast","Collector Road","No","No","320171917849"
"NSW","3","2025","Friday","02:15:00","Single","No","No","No","100","Passenger","Male","43","Outer Regional Australia","Riverina","Griffith","Arterial Road","No","No","3524358306564088871"
"WA","10","2016","Saturday","00:27:00","Single","No","No","No","60","Motorcycle rider","Male","47","Major Cities of Australia","Perth - South West","Fremantle","Arterial Road","No","No","5201610150131"
"SA","9","2015","Friday","15:37:00","Single","No","No","No","110","Driver","Female","84","Outer Regional Australia","South Australia - South East","Mid Murray","Arterial Road","No","No","4201509040058"
"NSW","3","2019","Thursday","20:10:00","Single","No","No","Yes","110","Driver","Male","64","Major Cities of Australia","Sydney - Outer South West","Campbelltown (NSW)","National or State Highway","No","No","120191195280"
"QLD","3","2026","Thursday","22:00:00","Multiple","No","No","No","60","Motorcycle rider","Male","16","Outer Regional Australia","Townsville","Townsville","National or State Highway","No","No","6671428779627813076"
"QLD","9","2017","Wednesday","12:00:00","Single","No","No","No","50","Driver","Female","86","Inner Regional Australia","Toowoomba","Toowoomba","Local Road","No","No","320171650770"
"VIC","2","2017","Friday","22:44:00","Single","No","No","No","50","Passenger","Male","40","Major Cities of Australia","Melbourne - South East","Kingston (Vic.)","Local Road","No","No","2999687427787859634"
"VIC","12","2018","Monday","20:45:00","Multiple","No","No","No","60","Pedal cyclist","Male","43","Inner Regional Australia","Warrnambool and South West","Warrnambool","Collector Road","Yes","No","1297675632032686813"
"WA","10","2025","Wednesday","16:27:00","Multiple","No","No","No","90","Driver","Male","71","Inner Regional Australia","Perth - South East","Kalamunda","Arterial Road","No","No","1246888264052028871"
"NSW","4","2024","Tuesday","10:40:00","Single","No","No","No","100","Driver","Male","58","Inner Regional Australia","Murray","Albury","National or State Highway","No","No","8071494732881636689"
"SA","3","2017","Saturday","03:00:00","Single","No","No","No","110","Driver","Male","18","Outer Regional Australia","Barossa - Yorke - Mid North","Mount Remarkable","Arterial Road","No","No","520171700029772"
"WA","3","2020","Saturday","23:04:00","Single","No","No","No","110","Driver","Male","20","Inner Regional Australia","Western Australia - Wheat Belt","Toodyay","Arterial Road","No","No","4202014225"
"QLD","8","2025","Monday","13:00:00","Single","No","No","No","60","Pedestrian","Male","85","Major Cities of Australia","Gold Coast","Gold Coast","Collector Road","No","No","522726343225769322"
"QLD","10","2020","Sunday","15:00:00","Multiple","No","No","No","60","Motorcycle rider","Male","34","Major Cities of Australia","Logan - Beaudesert","Logan","Collector Road","No","No","320202162775"
"TAS","5","2022","Thursday","21:10:00","Single","No","No","No","60","Pedestrian","Male","81","Inner Regional Australia","Hobart","Glenorchy","Arterial Road","No","No","3193577544971559862"
"NSW","7","2019","Saturday","23:42:00","Multiple","No","No","No","80","Driver","Male","25","Major Cities of Australia","Central Coast","Central Coast (NSW)","National or State Highway","No","No","120191205999"
"WA","6","2017","Friday","17:17:00","Multiple","No","No","No","60","Driver","Male","84","Major Cities of Australia","Perth - North West","Stirling","National or State Highway","No","No","5201706020062"
"NSW","6","2021","Monday","12:39:00","Multiple","No","No","Yes","60","Motorcycle rider","Male","31","Major Cities of Australia","Sydney - Inner South West","Canterbury-Bankstown","National or State Highway","No","No","120211272459"
"WA","12","2018","Saturday","09:02:00","Multiple","No","No","Yes","110","Passenger","Male","41","Outer Regional Australia","Western Australia - Wheat Belt","Dandaragan","National or State Highway","No","No","4201813836"
"VIC","4","2017","Tuesday","16:19:00","Multiple","No","No","No","100","Driver","Male","21","Outer Regional Australia","Hume","Towong","Arterial Road","No","No","4327134240980144854"
"QLD","9","2019","Monday","15:00:00","Single","No","No","No","70","Motorcycle rider","Male","31","Major Cities of Australia","Brisbane - East","Redland","Sub-arterial Road","No","No","320191808315"
"SA","10","2023","Tuesday","09:24:00","Multiple","No","No","No","110","Pedal cyclist","Male","72","Outer Regional Australia","Barossa - Yorke - Mid North","Port Pirie","Collector Road","No","No","586736244618916943"
"NSW","9","2021","Tuesday","08:00:00","Single","No","No","No","100","Driver","Male","64","Inner Regional Australia","Richmond - Tweed","Kyogle","Sub-arterial Road","No","No","120211272620"
"NT","6","2015","Monday","06:30:00","Single","No","Yes","No","60","Pedestrian","Male","30","Very Remote Australia","Northern Territory - Outback","Barkly","National or State Highway","No","No","72015146884"
"NT","8","2018","Tuesday","16:30:00","Single","No","No","No","110","Driver","Male","21","Very Remote Australia","Northern Territory - Outback","Roper Gulf","Sub-arterial Road","No","No","72018154552"
"QLD","9","2020","Saturday","22:00:00","Single","No","No","No","100","Driver","Male","57","Outer Regional Australia","Central Queensland","Livingstone","National or State Highway","No","No","320201972788"
"VIC","12","2023","Saturday","18:29:00","Single","No","No","No","60","Driver","Male","41","Major Cities of Australia","Melbourne - Outer East","Yarra Ranges","Arterial Road","No","No","8444948370283617694"
"QLD","9","2025","Wednesday","12:00:00","Multiple","No","No","No","100","Driver","Male","63","Remote Australia","Mackay - Isaac - Whitsunday","Whitsunday","Sub-arterial Road","No","No","3809602364245648641"
"SA","6","2016","Friday","18:00:00","Single","No","No","No","110","Driver","Female","22","Inner Regional Australia","South Australia - South East","Murray Bridge","Arterial Road","No","No","4201606170033"
